src,dst,split,class
data\cleaned\Potato___Early_blight\fb8d862d-29c3-41ab-888d-cef47286ee9a___RS_Early.B 8975.JPG,data\processed\train\Potato___Early_blight\fb8d862d-29c3-41ab-888d-cef47286ee9a___RS_Early.B 8975.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e0042931-92f3-4527-b292-872075f4261d___RS_Early.B 7203.JPG,data\processed\train\Potato___Early_blight\e0042931-92f3-4527-b292-872075f4261d___RS_Early.B 7203.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e4b0f6ac-2b1e-4e10-8733-de421a01c390___RS_Early.B 8254.JPG,data\processed\train\Potato___Early_blight\e4b0f6ac-2b1e-4e10-8733-de421a01c390___RS_Early.B 8254.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e0552fed-9af3-4fbd-80e8-09151a839cf9___RS_Early.B 7576.JPG,data\processed\train\Potato___Early_blight\e0552fed-9af3-4fbd-80e8-09151a839cf9___RS_Early.B 7576.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ed64bc0c-d2e5-44fd-a21a-f4d6b4f2f219___RS_Early.B 7366.JPG,data\processed\train\Potato___Early_blight\ed64bc0c-d2e5-44fd-a21a-f4d6b4f2f219___RS_Early.B 7366.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e4bd2479-dd2f-41ce-9544-4f1804c4ab8b___RS_Early.B 8601.JPG,data\processed\train\Potato___Early_blight\e4bd2479-dd2f-41ce-9544-4f1804c4ab8b___RS_Early.B 8601.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e786a4fe-5aa1-4da2-a16f-4ee82c56e317___RS_Early.B 7245.JPG,data\processed\train\Potato___Early_blight\e786a4fe-5aa1-4da2-a16f-4ee82c56e317___RS_Early.B 7245.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ec9ea109-34c7-48c5-bbac-40a36b21fa05___RS_Early.B 8761.JPG,data\processed\train\Potato___Early_blight\ec9ea109-34c7-48c5-bbac-40a36b21fa05___RS_Early.B 8761.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\fd5b1e1f-48a8-42bd-82b5-cf762504708b___RS_Early.B 8149.JPG,data\processed\train\Potato___Early_blight\fd5b1e1f-48a8-42bd-82b5-cf762504708b___RS_Early.B 8149.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\eec2262a-d16b-42e1-99bd-6891ef392988___RS_Early.B 7085.JPG,data\processed\train\Potato___Early_blight\eec2262a-d16b-42e1-99bd-6891ef392988___RS_Early.B 7085.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ea403e5a-34b3-4b06-a94d-65ad2e78831f___RS_Early.B 8136.JPG,data\processed\train\Potato___Early_blight\ea403e5a-34b3-4b06-a94d-65ad2e78831f___RS_Early.B 8136.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\dd875158-7897-4f5d-ada1-46e7e382ea96___RS_Early.B 7912.JPG,data\processed\train\Potato___Early_blight\dd875158-7897-4f5d-ada1-46e7e382ea96___RS_Early.B 7912.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e6d543a1-8e5e-4709-9329-b93d63f52edf___RS_Early.B 8324.JPG,data\processed\train\Potato___Early_blight\e6d543a1-8e5e-4709-9329-b93d63f52edf___RS_Early.B 8324.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e8db5472-3858-478a-b1ae-9198329a49a5___RS_Early.B 7528.JPG,data\processed\train\Potato___Early_blight\e8db5472-3858-478a-b1ae-9198329a49a5___RS_Early.B 7528.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ee8df9d4-1893-49a4-b2e9-aee2b1e85ca0___RS_Early.B 6926.JPG,data\processed\train\Potato___Early_blight\ee8df9d4-1893-49a4-b2e9-aee2b1e85ca0___RS_Early.B 6926.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\fe24f700-d37f-4e51-b07c-931e8c3ded81___RS_Early.B 8792.JPG,data\processed\train\Potato___Early_blight\fe24f700-d37f-4e51-b07c-931e8c3ded81___RS_Early.B 8792.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ef5b06f0-4c81-4e47-9ec3-499af1571d9e___RS_Early.B 8455.JPG,data\processed\train\Potato___Early_blight\ef5b06f0-4c81-4e47-9ec3-499af1571d9e___RS_Early.B 8455.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ec6b34ed-69c6-466a-81a9-4ca18eb25275___RS_Early.B 7038.JPG,data\processed\train\Potato___Early_blight\ec6b34ed-69c6-466a-81a9-4ca18eb25275___RS_Early.B 7038.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\fba7a41d-25df-4a1c-93d1-98d62e3376e0___RS_Early.B 8207.JPG,data\processed\train\Potato___Early_blight\fba7a41d-25df-4a1c-93d1-98d62e3376e0___RS_Early.B 8207.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e57ca76e-a4c3-40f2-a673-9f48b3b357ae___RS_Early.B 7539.JPG,data\processed\train\Potato___Early_blight\e57ca76e-a4c3-40f2-a673-9f48b3b357ae___RS_Early.B 7539.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e5d559da-71d8-4999-9d5a-05da9e6bf12e___RS_Early.B 7491.JPG,data\processed\train\Potato___Early_blight\e5d559da-71d8-4999-9d5a-05da9e6bf12e___RS_Early.B 7491.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\dcdcc724-b029-4987-9d12-ccc8893ac6b4___RS_Early.B 8387.JPG,data\processed\train\Potato___Early_blight\dcdcc724-b029-4987-9d12-ccc8893ac6b4___RS_Early.B 8387.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\fbc7567e-ce08-4ad0-b8fe-ffd98296ce02___RS_Early.B 8607.JPG,data\processed\train\Potato___Early_blight\fbc7567e-ce08-4ad0-b8fe-ffd98296ce02___RS_Early.B 8607.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\dd9c3ad3-aa94-4d00-88c8-8e4618e8832e___RS_Early.B 7633.JPG,data\processed\train\Potato___Early_blight\dd9c3ad3-aa94-4d00-88c8-8e4618e8832e___RS_Early.B 7633.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\fd59ab68-681f-4aca-ae95-6f73bf8caad7___RS_Early.B 7118.JPG,data\processed\train\Potato___Early_blight\fd59ab68-681f-4aca-ae95-6f73bf8caad7___RS_Early.B 7118.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e016d105-f5cd-4082-a8c9-1913ea3fcfbb___RS_Early.B 7800.JPG,data\processed\train\Potato___Early_blight\e016d105-f5cd-4082-a8c9-1913ea3fcfbb___RS_Early.B 7800.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\fc603fb2-e2a0-4990-8a75-0e4f80f40694___RS_Early.B 7584.JPG,data\processed\train\Potato___Early_blight\fc603fb2-e2a0-4990-8a75-0e4f80f40694___RS_Early.B 7584.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e3779bc5-a8e2-4be6-8e15-4a4713ab9531___RS_Early.B 8431.JPG,data\processed\train\Potato___Early_blight\e3779bc5-a8e2-4be6-8e15-4a4713ab9531___RS_Early.B 8431.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\f917c191-cca4-4a78-8238-a40b586f9058___RS_Early.B 7945.JPG,data\processed\train\Potato___Early_blight\f917c191-cca4-4a78-8238-a40b586f9058___RS_Early.B 7945.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ed270d5d-3523-4bc2-b208-4f5304bbfeef___RS_Early.B 8218.JPG,data\processed\train\Potato___Early_blight\ed270d5d-3523-4bc2-b208-4f5304bbfeef___RS_Early.B 8218.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\ecf9d01d-b97f-4cf8-99e5-7036bd91b5d1___RS_Early.B 8650.JPG,data\processed\train\Potato___Early_blight\ecf9d01d-b97f-4cf8-99e5-7036bd91b5d1___RS_Early.B 8650.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e9643c88-239f-4587-8093-3b96eb3723f4___RS_Early.B 7353.JPG,data\processed\train\Potato___Early_blight\e9643c88-239f-4587-8093-3b96eb3723f4___RS_Early.B 7353.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\eb4fbc2b-c1a4-473f-a4e1-71ba04a7133c___RS_Early.B 7716.JPG,data\processed\train\Potato___Early_blight\eb4fbc2b-c1a4-473f-a4e1-71ba04a7133c___RS_Early.B 7716.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\fc87399a-b45c-4b0f-a6c9-54f0e4f9d3c5___RS_Early.B 7277.JPG,data\processed\train\Potato___Early_blight\fc87399a-b45c-4b0f-a6c9-54f0e4f9d3c5___RS_Early.B 7277.JPG,train,Potato___Early_blight
data\cleaned\Potato___Early_blight\e24cb505-5756-4269-aa4f-57d27da31b20___RS_Early.B 8973.JPG,data\processed\val\Potato___Early_blight\e24cb505-5756-4269-aa4f-57d27da31b20___RS_Early.B 8973.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\e304fbf5-d145-433c-8f67-7b486581166a___RS_Early.B 7434.JPG,data\processed\val\Potato___Early_blight\e304fbf5-d145-433c-8f67-7b486581166a___RS_Early.B 7434.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\ec9a34ed-90de-417e-bf87-31e748c8c770___RS_Early.B 7968.JPG,data\processed\val\Potato___Early_blight\ec9a34ed-90de-417e-bf87-31e748c8c770___RS_Early.B 7968.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\fe2a7818-f2ec-4255-93f0-586c88a41624___RS_Early.B 7043.JPG,data\processed\val\Potato___Early_blight\fe2a7818-f2ec-4255-93f0-586c88a41624___RS_Early.B 7043.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\e50bd734-03b9-479b-9ca0-48ef217a2c59___RS_Early.B 7976.JPG,data\processed\val\Potato___Early_blight\e50bd734-03b9-479b-9ca0-48ef217a2c59___RS_Early.B 7976.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\e11d63b8-93fa-41ba-b826-99811ee4c232___RS_Early.B 7387.JPG,data\processed\val\Potato___Early_blight\e11d63b8-93fa-41ba-b826-99811ee4c232___RS_Early.B 7387.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\f8de1c8d-67a0-4825-9ad6-e15809ff909c___RS_Early.B 7348.JPG,data\processed\val\Potato___Early_blight\f8de1c8d-67a0-4825-9ad6-e15809ff909c___RS_Early.B 7348.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\edc5f476-dd30-4fab-a8a1-71faf6210420___RS_Early.B 7315.JPG,data\processed\val\Potato___Early_blight\edc5f476-dd30-4fab-a8a1-71faf6210420___RS_Early.B 7315.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\fdf3c33c-dad6-4f13-bd58-a31d327d9cb9___RS_Early.B 8947.JPG,data\processed\val\Potato___Early_blight\fdf3c33c-dad6-4f13-bd58-a31d327d9cb9___RS_Early.B 8947.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\e0326fde-a613-4ec2-bc3b-e1d2154bdbcd___RS_Early.B 7679.JPG,data\processed\val\Potato___Early_blight\e0326fde-a613-4ec2-bc3b-e1d2154bdbcd___RS_Early.B 7679.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\efa2f117-a774-4fcc-8445-142742aa7816___RS_Early.B 7458.JPG,data\processed\val\Potato___Early_blight\efa2f117-a774-4fcc-8445-142742aa7816___RS_Early.B 7458.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\de8d212e-1bbf-41d7-b13b-29f0746223aa___RS_Early.B 8022.JPG,data\processed\val\Potato___Early_blight\de8d212e-1bbf-41d7-b13b-29f0746223aa___RS_Early.B 8022.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\fdc1f5ed-66b5-4564-8957-055905b8a569___RS_Early.B 8244.JPG,data\processed\val\Potato___Early_blight\fdc1f5ed-66b5-4564-8957-055905b8a569___RS_Early.B 8244.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\fbc1b154-7b53-4ac5-ad3a-5e9e5078a289___RS_Early.B 7551.JPG,data\processed\val\Potato___Early_blight\fbc1b154-7b53-4ac5-ad3a-5e9e5078a289___RS_Early.B 7551.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\deb1d849-ecf2-4451-8ff7-ca6b0bbbf434___RS_Early.B 7677.JPG,data\processed\val\Potato___Early_blight\deb1d849-ecf2-4451-8ff7-ca6b0bbbf434___RS_Early.B 7677.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\f9461507-6875-43f7-800d-502ffdb8ec05___RS_Early.B 7604.JPG,data\processed\val\Potato___Early_blight\f9461507-6875-43f7-800d-502ffdb8ec05___RS_Early.B 7604.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\fc73fc01-6a63-4b3b-bfed-74625c5b4b05___RS_Early.B 6945.JPG,data\processed\val\Potato___Early_blight\fc73fc01-6a63-4b3b-bfed-74625c5b4b05___RS_Early.B 6945.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\de44f09b-b207-4805-8970-2999f9c2dc7c___RS_Early.B 7917.JPG,data\processed\val\Potato___Early_blight\de44f09b-b207-4805-8970-2999f9c2dc7c___RS_Early.B 7917.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\e490f736-a52f-434f-ada7-3bb255d99635___RS_Early.B 7417.JPG,data\processed\val\Potato___Early_blight\e490f736-a52f-434f-ada7-3bb255d99635___RS_Early.B 7417.JPG,val,Potato___Early_blight
data\cleaned\Potato___Early_blight\e6aec621-1699-433a-8cf5-7310ec895810___RS_Early.B 8764.JPG,data\processed\test\Potato___Early_blight\e6aec621-1699-433a-8cf5-7310ec895810___RS_Early.B 8764.JPG,test,Potato___Early_blight
data\cleaned\Potato___Early_blight\e912f95d-d159-47bc-b1ed-f0f08c3c391d___RS_Early.B 8366.JPG,data\processed\test\Potato___Early_blight\e912f95d-d159-47bc-b1ed-f0f08c3c391d___RS_Early.B 8366.JPG,test,Potato___Early_blight
data\cleaned\Potato___Early_blight\e00d7014-a909-4d98-892b-da96a2be9a2e___RS_Early.B 7535.JPG,data\processed\test\Potato___Early_blight\e00d7014-a909-4d98-892b-da96a2be9a2e___RS_Early.B 7535.JPG,test,Potato___Early_blight
data\cleaned\Potato___Early_blight\dd1e0739-c899-4c1e-99c8-fd83a6d55694___RS_Early.B 7862.JPG,data\processed\test\Potato___Early_blight\dd1e0739-c899-4c1e-99c8-fd83a6d55694___RS_Early.B 7862.JPG,test,Potato___Early_blight
data\cleaned\Potato___Early_blight\ee584747-fea1-4d16-9c03-40bfc9bcf1c7___RS_Early.B 8600.JPG,data\processed\test\Potato___Early_blight\ee584747-fea1-4d16-9c03-40bfc9bcf1c7___RS_Early.B 8600.JPG,test,Potato___Early_blight
data\cleaned\Potato___Early_blight\e6d7262c-803d-4346-a36d-4f384196e21c___RS_Early.B 6893.JPG,data\processed\test\Potato___Early_blight\e6d7262c-803d-4346-a36d-4f384196e21c___RS_Early.B 6893.JPG,test,Potato___Early_blight
data\cleaned\Potato___Early_blight\fa8656fd-03b1-467c-a877-99ce5632d580___RS_Early.B 7630.JPG,data\processed\test\Potato___Early_blight\fa8656fd-03b1-467c-a877-99ce5632d580___RS_Early.B 7630.JPG,test,Potato___Early_blight
data\cleaned\Potato___Early_blight\dcc9e3a4-04dc-46fd-9bc9-739334aa23d9___RS_Early.B 6799.JPG,data\processed\test\Potato___Early_blight\dcc9e3a4-04dc-46fd-9bc9-739334aa23d9___RS_Early.B 6799.JPG,test,Potato___Early_blight
data\cleaned\Potato___Early_blight\ef825fcb-d776-4dfd-a6ed-3bd49912806e___RS_Early.B 7985.JPG,data\processed\test\Potato___Early_blight\ef825fcb-d776-4dfd-a6ed-3bd49912806e___RS_Early.B 7985.JPG,test,Potato___Early_blight
data\cleaned\Potato___Early_blight\efb6e5e5-d83c-4634-a9f6-3f2332713497___RS_Early.B 6788.JPG,data\processed\test\Potato___Early_blight\efb6e5e5-d83c-4634-a9f6-3f2332713497___RS_Early.B 6788.JPG,test,Potato___Early_blight
data\cleaned\Potato___Early_blight\e09c5edb-1e38-44bb-bb55-260fa32d6a58___RS_Early.B 7340.JPG,data\processed\test\Potato___Early_blight\e09c5edb-1e38-44bb-bb55-260fa32d6a58___RS_Early.B 7340.JPG,test,Potato___Early_blight
data\cleaned\Potato___healthy\f4b5ec24-d318-4309-8294-9126450d5d7f___RS_HL 1824.JPG,data\processed\train\Potato___healthy\f4b5ec24-d318-4309-8294-9126450d5d7f___RS_HL 1824.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\5df30492-0b54-474d-8883-bba9474ca88f___RS_HL 1801.JPG,data\processed\train\Potato___healthy\5df30492-0b54-474d-8883-bba9474ca88f___RS_HL 1801.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\2e0b8b4b-e900-408b-b760-730690bbd382___RS_HL 1901.JPG,data\processed\train\Potato___healthy\2e0b8b4b-e900-408b-b760-730690bbd382___RS_HL 1901.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\fd92bd9c-02cb-4599-8673-9316159504a1___RS_HL 1927.JPG,data\processed\train\Potato___healthy\fd92bd9c-02cb-4599-8673-9316159504a1___RS_HL 1927.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\2d98cbc8-cbe6-423c-b2ab-3f7f8bcea5d5___RS_HL 1945.JPG,data\processed\train\Potato___healthy\2d98cbc8-cbe6-423c-b2ab-3f7f8bcea5d5___RS_HL 1945.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\2ccb9ee9-faac-4d32-9af5-29497fa2e028___RS_HL 1837.JPG,data\processed\train\Potato___healthy\2ccb9ee9-faac-4d32-9af5-29497fa2e028___RS_HL 1837.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\f0fdde26-78b4-46f0-9eb8-7c2a743d34aa___RS_HL 4165.JPG,data\processed\train\Potato___healthy\f0fdde26-78b4-46f0-9eb8-7c2a743d34aa___RS_HL 4165.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\e693354a-053c-4093-8642-cc8f5f9eb2cc___RS_HL 1746.JPG,data\processed\train\Potato___healthy\e693354a-053c-4093-8642-cc8f5f9eb2cc___RS_HL 1746.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\0be9d721-82f5-42c3-b535-7494afe01dbe___RS_HL 1814.JPG,data\processed\train\Potato___healthy\0be9d721-82f5-42c3-b535-7494afe01dbe___RS_HL 1814.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\43fd6ace-3712-494a-9aba-de5482d22561___RS_HL 1968.JPG,data\processed\train\Potato___healthy\43fd6ace-3712-494a-9aba-de5482d22561___RS_HL 1968.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\1b434c52-7be4-40c4-90d5-13220f1a3eba___RS_HL 5418.JPG,data\processed\train\Potato___healthy\1b434c52-7be4-40c4-90d5-13220f1a3eba___RS_HL 5418.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\57e262fc-e0ba-44db-a967-5ba6f1826e49___RS_HL 1897.JPG,data\processed\train\Potato___healthy\57e262fc-e0ba-44db-a967-5ba6f1826e49___RS_HL 1897.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\f66af6c0-6fc6-4020-b1de-a73685d497c2___RS_HL 4181.JPG,data\processed\train\Potato___healthy\f66af6c0-6fc6-4020-b1de-a73685d497c2___RS_HL 4181.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\5a3fc4bb-a78c-4276-8934-f0b037ffb860___RS_HL 5412.JPG,data\processed\train\Potato___healthy\5a3fc4bb-a78c-4276-8934-f0b037ffb860___RS_HL 5412.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\f4be3632-42a1-415a-9f7e-1d5ecb9f49d7___RS_HL 1783.JPG,data\processed\train\Potato___healthy\f4be3632-42a1-415a-9f7e-1d5ecb9f49d7___RS_HL 1783.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\3c0d6888-c7e1-4cf8-9c25-9a0b8c62ba72___RS_HL 1780.JPG,data\processed\train\Potato___healthy\3c0d6888-c7e1-4cf8-9c25-9a0b8c62ba72___RS_HL 1780.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\f30983c0-6e20-43cc-8672-4622ca34c830___RS_HL 1949.JPG,data\processed\train\Potato___healthy\f30983c0-6e20-43cc-8672-4622ca34c830___RS_HL 1949.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\3a1dbeee-089c-43f0-8f51-a92d3687a515___RS_HL 1754.JPG,data\processed\train\Potato___healthy\3a1dbeee-089c-43f0-8f51-a92d3687a515___RS_HL 1754.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\7e6c8297-dfe1-4826-826e-01d696cc263b___RS_HL 1863.JPG,data\processed\train\Potato___healthy\7e6c8297-dfe1-4826-826e-01d696cc263b___RS_HL 1863.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\60e9a878-13e0-4345-964c-fd807cd20bbb___RS_HL 1876.JPG,data\processed\train\Potato___healthy\60e9a878-13e0-4345-964c-fd807cd20bbb___RS_HL 1876.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\dca8ac5c-b925-435a-a5e9-da09fa8938a1___RS_HL 4182.JPG,data\processed\train\Potato___healthy\dca8ac5c-b925-435a-a5e9-da09fa8938a1___RS_HL 4182.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\e1b49d1b-165b-4f4e-8a30-735e62bc39c5___RS_HL 1839.JPG,data\processed\train\Potato___healthy\e1b49d1b-165b-4f4e-8a30-735e62bc39c5___RS_HL 1839.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\de9a8669-d437-40f0-aa56-fe2d8276a1e0___RS_HL 1910.JPG,data\processed\train\Potato___healthy\de9a8669-d437-40f0-aa56-fe2d8276a1e0___RS_HL 1910.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\3f369e63-81eb-4194-a145-df9ed91abc5d___RS_HL 1745.JPG,data\processed\train\Potato___healthy\3f369e63-81eb-4194-a145-df9ed91abc5d___RS_HL 1745.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\36bdc44c-96a4-40bb-86f7-63a91d706e96___RS_HL 4203.JPG,data\processed\train\Potato___healthy\36bdc44c-96a4-40bb-86f7-63a91d706e96___RS_HL 4203.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\46b2555a-c0a6-48c2-af13-0816e147e4de___RS_HL 1943.JPG,data\processed\train\Potato___healthy\46b2555a-c0a6-48c2-af13-0816e147e4de___RS_HL 1943.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\0f4ebc5a-d646-436a-919d-961342997cde___RS_HL 4183.JPG,data\processed\train\Potato___healthy\0f4ebc5a-d646-436a-919d-961342997cde___RS_HL 4183.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\7e7b6ab4-9adb-4a3b-abfb-8716b0039879___RS_HL 1921.JPG,data\processed\train\Potato___healthy\7e7b6ab4-9adb-4a3b-abfb-8716b0039879___RS_HL 1921.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\07dfb451-4378-49d1-b699-33a5fc49ff07___RS_HL 5399.JPG,data\processed\train\Potato___healthy\07dfb451-4378-49d1-b699-33a5fc49ff07___RS_HL 5399.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\9d7d1bb9-1b10-4a8f-a961-e404b9d5acf8___RS_HL 1960.JPG,data\processed\train\Potato___healthy\9d7d1bb9-1b10-4a8f-a961-e404b9d5acf8___RS_HL 1960.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\e34e563f-7a4a-4b44-bdf2-b6f96cbcd929___RS_HL 5370.JPG,data\processed\train\Potato___healthy\e34e563f-7a4a-4b44-bdf2-b6f96cbcd929___RS_HL 5370.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\57c2663b-5d1d-4476-b067-38b2149c3b2d___RS_HL 1796.JPG,data\processed\train\Potato___healthy\57c2663b-5d1d-4476-b067-38b2149c3b2d___RS_HL 1796.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\1f9870b3-899e-46fb-98c9-cfc2ce92895b___RS_HL 1816.JPG,data\processed\train\Potato___healthy\1f9870b3-899e-46fb-98c9-cfc2ce92895b___RS_HL 1816.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\52dd2fdd-6966-450c-a42b-ee14428d4271___RS_HL 1955.JPG,data\processed\train\Potato___healthy\52dd2fdd-6966-450c-a42b-ee14428d4271___RS_HL 1955.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\51a03694-82cd-43a5-9877-ddce42c1a5ad___RS_HL 1779.JPG,data\processed\train\Potato___healthy\51a03694-82cd-43a5-9877-ddce42c1a5ad___RS_HL 1779.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\f0036dfd-9f46-4f2f-9001-5973495f2171___RS_HL 1849.JPG,data\processed\train\Potato___healthy\f0036dfd-9f46-4f2f-9001-5973495f2171___RS_HL 1849.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\5cb360dd-5c17-4c57-b31d-97cd8dd8d0bd___RS_HL 1797.JPG,data\processed\train\Potato___healthy\5cb360dd-5c17-4c57-b31d-97cd8dd8d0bd___RS_HL 1797.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\58a98860-86d8-41e7-9f8c-cc2ca5e90012___RS_HL 1758.JPG,data\processed\train\Potato___healthy\58a98860-86d8-41e7-9f8c-cc2ca5e90012___RS_HL 1758.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\38faf81d-c83b-42ca-b4c3-e3bbfa070589___RS_HL 1805.JPG,data\processed\train\Potato___healthy\38faf81d-c83b-42ca-b4c3-e3bbfa070589___RS_HL 1805.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\61b8a692-91d8-40f5-a4a4-4d910875a638___RS_HL 1966.JPG,data\processed\train\Potato___healthy\61b8a692-91d8-40f5-a4a4-4d910875a638___RS_HL 1966.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\54f86311-9d76-421b-b401-0b02f6e738a5___RS_HL 4172.JPG,data\processed\train\Potato___healthy\54f86311-9d76-421b-b401-0b02f6e738a5___RS_HL 4172.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\57e24d88-fd01-4422-b8b5-d688d2296184___RS_HL 5401.JPG,data\processed\train\Potato___healthy\57e24d88-fd01-4422-b8b5-d688d2296184___RS_HL 5401.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\0b3e5032-8ae8-49ac-8157-a1cac3df01dd___RS_HL 1817.JPG,data\processed\train\Potato___healthy\0b3e5032-8ae8-49ac-8157-a1cac3df01dd___RS_HL 1817.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\23f4d3b1-23f4-43fb-96c2-dae37224ec74___RS_HL 1803.JPG,data\processed\train\Potato___healthy\23f4d3b1-23f4-43fb-96c2-dae37224ec74___RS_HL 1803.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\8b2ce6b6-f00a-4f25-ac6d-4249dd7dc5f6___RS_HL 1890.JPG,data\processed\train\Potato___healthy\8b2ce6b6-f00a-4f25-ac6d-4249dd7dc5f6___RS_HL 1890.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\f5bd2732-197b-4d8e-bb50-a4966dc416f5___RS_HL 1840.JPG,data\processed\train\Potato___healthy\f5bd2732-197b-4d8e-bb50-a4966dc416f5___RS_HL 1840.JPG,train,Potato___healthy
